,Order,Stage,Start,Finish,Duration
3,34,1,26.900002,28.350002,1.4500008
6,34,2,28.350002,29.350002,1.0
8,34,3,45.0,45.247,0.24700165
11,34,4,45.247,45.497,0.25
16,34,5,82.82703,82.89603,0.069000244
0,35,0,12.0,13.0,1.0
2,35,1,15.799999,17.25,1.4500008
5,35,2,38.415005,40.230003,1.8149986
10,35,3,40.230003,40.872,0.6419983
11,35,4,77.373024,77.623024,0.25
16,35,5,77.623024,78.25202,0.6289978
0,36,0,5.0,6.0,1.0
3,36,1,25.45,26.900002,1.4500008
7,36,2,26.900002,27.900002,1.0
10,36,3,73.357025,74.123024,0.76599884
11,36,4,74.123024,74.373024,0.25
0,37,0,8.0,9.0,1.0
3,37,1,29.800003,31.250004,1.4500008
7,37,2,31.250004,32.250004,1.0
8,37,3,48.447014,48.818012,0.37099838
11,37,4,74.373024,75.123024,0.75
16,37,5,81.369,81.473,0.10399628
0,38,0,0.0,1.0,1.0
3,38,1,28.350002,29.800003,1.4500008
5,38,2,42.230003,43.230003,1.0
10,38,3,71.41902,72.067024,0.6480026
11,38,4,80.623024,81.123024,0.5
16,38,5,86.39902,87.03402,0.63500214
1,39,0,29.0,30.0,1.0
3,39,1,42.85001,44.30001,1.4500008
5,39,2,47.045002,48.045002,1.0
9,39,3,48.045002,48.292004,0.24700165
11,39,4,48.292004,48.542004,0.25
16,39,5,70.42403,70.49303,0.069000244
1,40,0,20.0,21.0,1.0
3,40,1,34.150005,35.600006,1.4500008
5,40,2,35.600006,37.415005,1.8149986
10,40,3,37.415005,38.057003,0.6419983
11,40,4,39.205,39.455,0.25
16,40,5,39.455,40.084003,0.6290016
0,41,0,6.0,7.0,1.0
2,41,1,27.400005,28.850006,1.4500008
7,41,2,32.250004,33.250004,1.0
10,41,3,40.872,41.638,0.76599884
11,41,4,48.542004,48.792004,0.25
1,42,0,1.0,2.0,1.0
2,42,1,18.7,20.150002,1.4500008
6,42,2,48.200012,49.200012,1.0
8,42,3,49.200012,49.57101,0.37099838
11,42,4,83.123024,83.873024,0.75
16,42,5,84.927025,85.03102,0.10399628
1,43,0,27.0,28.0,1.0
3,43,1,51.550014,53.000015,1.4500008
7,43,2,53.000015,54.000015,1.0
10,43,3,66.01102,66.65902,0.6480026
11,43,4,68.85503,69.35503,0.5
16,43,5,81.473,82.108,0.63500214
0,44,0,1.0,2.0,1.0
2,44,1,2.0,3.45,1.45
5,44,2,48.045002,49.045002,1.0
9,44,3,66.98702,67.234024,0.24700165
11,44,4,70.10503,70.35503,0.25
16,44,5,70.35503,70.42403,0.069000244
0,45,0,16.0,17.0,1.0
3,45,1,48.650013,50.100014,1.4500008
5,45,2,62.430016,64.24502,1.8150024
10,45,3,72.71503,73.357025,0.6419983
11,45,4,81.373024,81.623024,0.25
16,45,5,83.60003,84.22903,0.6289978
1,46,0,17.0,18.0,1.0
2,46,1,20.150002,21.600002,1.4500008
5,46,2,37.415005,38.415005,1.0
10,46,3,67.30102,68.06702,0.76599884
11,46,4,68.35503,68.60503,0.25
1,47,0,23.0,24.0,1.0
2,47,1,30.300007,31.750008,1.4500008
5,47,2,65.24502,66.24502,1.0
9,47,3,66.24502,66.61602,0.3710022
11,47,4,75.123024,75.873024,0.75
16,47,5,81.16101,81.26501,0.10399628
1,48,0,7.0,8.0,1.0
2,48,1,14.349999,15.799999,1.4499998
7,48,2,27.900002,28.900002,1.0
10,48,3,38.057003,38.705,0.6479988
11,48,4,38.705,39.205,0.5
16,48,5,41.342007,41.977005,0.6349983
0,49,0,17.0,18.0,1.0
3,49,1,50.100014,51.550014,1.4500008
7,49,2,57.000015,58.000015,1.0
9,49,3,68.34703,68.59403,0.24700165
11,49,4,79.873024,80.123024,0.25
16,49,5,82.89603,82.96503,0.069000244
